BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME;TRADE_SESSION_DATE;RECALC_DATE
RTSI;MCFTR;06.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1824,78;1824,78;1824,78;1824,78;0;;;2;0;;;3;;06.12.2010;
RTSI;MCFTR;07.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1828,97;1828,97;1828,97;1828,97;0;;;2;0;;;3;;07.12.2010;
RTSI;MCFTR;08.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1800,25;1800,25;1800,25;1800,25;0;;;2;0;;;3;;08.12.2010;
RTSI;MCFTR;09.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1811,75;1811,75;1811,75;1811,75;0;;;2;0;;;3;;09.12.2010;
RTSI;MCFTR;10.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1807,08;1807,08;1807,08;1807,08;0;;;2;0;;;3;;10.12.2010;
RTSI;MCFTR;13.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1813,74;1813,74;1813,74;1813,74;0;;;2;0;;;3;;13.12.2010;
RTSI;MCFTR;14.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1817,92;1817,92;1817,92;1817,92;0;;;2;0;;;3;;14.12.2010;
RTSI;MCFTR;15.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1822,26;1822,26;1822,26;1822,26;0;;;2;0;;;3;;15.12.2010;
RTSI;MCFTR;16.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1811,29;1811,29;1811,29;1811,29;0;;;2;0;;;3;;16.12.2010;
RTSI;MCFTR;17.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1818,53;1818,53;1818,53;1818,53;0;;;2;0;;;3;;17.12.2010;
RTSI;MCFTR;20.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1814,49;1814,49;1814,49;1814,49;0;;;2;0;;;3;;20.12.2010;
RTSI;MCFTR;21.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1826,19;1826,19;1826,19;1826,19;0;;;2;0;;;3;;21.12.2010;
RTSI;MCFTR;22.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1835,77;1835,77;1835,77;1835,77;0;;;2;0;;;3;;22.12.2010;
RTSI;MCFTR;23.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1837,85;1837,85;1837,85;1837,85;0;;;2;0;;;3;;23.12.2010;
RTSI;MCFTR;24.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1828,35;1828,35;1828,35;1828,35;0;;;2;0;;;3;;24.12.2010;
RTSI;MCFTR;27.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1814,97;1814,97;1814,97;1814,97;0;;;2;0;;;3;;27.12.2010;
RTSI;MCFTR;28.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1821,75;1821,75;1821,75;1821,75;0;;;2;0;;;3;;28.12.2010;
RTSI;MCFTR;29.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1835,77;1835,77;1835,77;1835,77;0;;;2;0;;;3;;29.12.2010;
RTSI;MCFTR;30.12.2010;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1847,21;1847,21;1847,21;1847,21;0;;;2;0;;;3;;30.12.2010;
RTSI;MCFTR;11.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1895,07;1895,07;1895,07;1895,07;0;;;2;0;;;3;;11.01.2011;
RTSI;MCFTR;12.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1945,37;1945,37;1945,37;1945,37;0;;;2;0;;;3;;12.01.2011;
RTSI;MCFTR;13.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1934,63;1934,63;1934,63;1934,63;0;;;2;0;;;3;;13.01.2011;
RTSI;MCFTR;14.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1929,09;1929,09;1929,09;1929,09;0;;;2;0;;;3;;14.01.2011;
RTSI;MCFTR;17.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1958,86;1958,86;1958,86;1958,86;0;;;2;0;;;3;;17.01.2011;
RTSI;MCFTR;18.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1951,83;1951,83;1951,83;1951,83;0;;;2;0;;;3;;18.01.2011;
RTSI;MCFTR;19.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1950,88;1950,88;1950,88;1950,88;0;;;2;0;;;3;;19.01.2011;
RTSI;MCFTR;20.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1917,1;1917,1;1917,1;1917,1;0;;;2;0;;;3;;20.01.2011;
RTSI;MCFTR;21.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1932,02;1932,02;1932,02;1932,02;0;;;2;0;;;3;;21.01.2011;
RTSI;MCFTR;24.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1902,51;1902,51;1902,51;1902,51;0;;;2;0;;;3;;24.01.2011;
RTSI;MCFTR;25.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1897,58;1897,58;1897,58;1897,58;0;;;2;0;;;3;;25.01.2011;
RTSI;MCFTR;26.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1931,1;1931,1;1931,1;1931,1;0;;;2;0;;;3;;26.01.2011;
RTSI;MCFTR;27.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1936,61;1936,61;1936,61;1936,61;0;;;2;0;;;3;;27.01.2011;
RTSI;MCFTR;28.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1918,34;1918,34;1918,34;1918,34;0;;;2;0;;;3;;28.01.2011;
RTSI;MCFTR;31.01.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1905,52;1905,52;1905,52;1905,52;0;;;2;0;;;3;;31.01.2011;
RTSI;MCFTR;01.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1941,49;1941,49;1941,49;1941,49;0;;;2;0;;;3;;01.02.2011;
RTSI;MCFTR;02.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1951,96;1951,96;1951,96;1951,96;0;;;2;0;;;3;;02.02.2011;
RTSI;MCFTR;03.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1934,67;1934,67;1934,67;1934,67;0;;;2;0;;;3;;03.02.2011;
RTSI;MCFTR;04.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1953,19;1953,19;1953,19;1953,19;0;;;2;0;;;3;;04.02.2011;
RTSI;MCFTR;07.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1954,05;1954,05;1954,05;1954,05;0;;;2;0;;;3;;07.02.2011;
RTSI;MCFTR;08.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1912,28;1912,28;1912,28;1912,28;0;;;2;0;;;3;;08.02.2011;
RTSI;MCFTR;09.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1905,41;1905,41;1905,41;1905,41;0;;;2;0;;;3;;09.02.2011;
RTSI;MCFTR;10.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1853,94;1853,94;1853,94;1853,94;0;;;2;0;;;3;;10.02.2011;
RTSI;MCFTR;11.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1895,03;1895,03;1895,03;1895,03;0;;;2;0;;;3;;11.02.2011;
RTSI;MCFTR;14.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1888,95;1888,95;1888,95;1888,95;0;;;2;0;;;3;;14.02.2011;
RTSI;MCFTR;15.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1875,18;1875,18;1875,18;1875,18;0;;;2;0;;;3;;15.02.2011;
RTSI;MCFTR;16.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1887,52;1887,52;1887,52;1887,52;0;;;2;0;;;3;;16.02.2011;
RTSI;MCFTR;17.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1871,79;1871,79;1871,79;1871,79;0;;;2;0;;;3;;17.02.2011;
RTSI;MCFTR;18.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1868,69;1868,69;1868,69;1868,69;0;;;2;0;;;3;;18.02.2011;
RTSI;MCFTR;21.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1894,07;1894,07;1894,07;1894,07;0;;;2;0;;;3;;21.02.2011;
RTSI;MCFTR;22.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1881,19;1881,19;1881,19;1881,19;0;;;2;0;;;3;;22.02.2011;
RTSI;MCFTR;24.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1896,91;1896,91;1896,91;1896,91;0;;;2;0;;;3;;24.02.2011;
RTSI;MCFTR;25.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1932,88;1932,88;1932,88;1932,88;0;;;2;0;;;3;;25.02.2011;
RTSI;MCFTR;28.02.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1966,19;1966,19;1966,19;1966,19;0;;;2;0;;;3;;28.02.2011;
RTSI;MCFTR;01.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1944,73;1944,73;1944,73;1944,73;0;;;2;0;;;3;;01.03.2011;
RTSI;MCFTR;02.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1952,41;1952,41;1952,41;1952,41;0;;;2;0;;;3;;02.03.2011;
RTSI;MCFTR;03.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1960,65;1960,65;1960,65;1960,65;0;;;2;0;;;3;;03.03.2011;
RTSI;MCFTR;04.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1951,95;1951,95;1951,95;1951,95;0;;;2;0;;;3;;04.03.2011;
RTSI;MCFTR;05.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1969,26;1969,26;1969,26;1969,26;0;;;2;0;;;3;;05.03.2011;
RTSI;MCFTR;09.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1967,74;1967,74;1967,74;1967,74;0;;;2;0;;;3;;09.03.2011;
RTSI;MCFTR;10.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1915,27;1915,27;1915,27;1915,27;0;;;2;0;;;3;;10.03.2011;
RTSI;MCFTR;11.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1902,17;1902,17;1902,17;1902,17;0;;;2;0;;;3;;11.03.2011;
RTSI;MCFTR;14.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1909,72;1909,72;1909,72;1909,72;0;;;2;0;;;3;;14.03.2011;
RTSI;MCFTR;15.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1880,7;1880,7;1880,7;1880,7;0;;;2;0;;;3;;15.03.2011;
RTSI;MCFTR;16.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1885,83;1885,83;1885,83;1885,83;0;;;2;0;;;3;;16.03.2011;
RTSI;MCFTR;17.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1921,71;1921,71;1921,71;1921,71;0;;;2;0;;;3;;17.03.2011;
RTSI;MCFTR;18.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1932,44;1932,44;1932,44;1932,44;0;;;2;0;;;3;;18.03.2011;
RTSI;MCFTR;21.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1938,93;1938,93;1938,93;1938,93;0;;;2;0;;;3;;21.03.2011;
RTSI;MCFTR;22.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1925,82;1925,82;1925,82;1925,82;0;;;2;0;;;3;;22.03.2011;
RTSI;MCFTR;23.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1958,14;1958,14;1958,14;1958,14;0;;;2;0;;;3;;23.03.2011;
RTSI;MCFTR;24.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1985,61;1985,61;1985,61;1985,61;0;;;2;0;;;3;;24.03.2011;
RTSI;MCFTR;25.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1998,95;1998,95;1998,95;1998,95;0;;;2;0;;;3;;25.03.2011;
RTSI;MCFTR;28.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2002,75;2002,75;2002,75;2002,75;0;;;2;0;;;3;;28.03.2011;
RTSI;MCFTR;29.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1977,58;1977,58;1977,58;1977,58;0;;;2;0;;;3;;29.03.2011;
RTSI;MCFTR;30.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2007,95;2007,95;2007,95;2007,95;0;;;2;0;;;3;;30.03.2011;
RTSI;MCFTR;31.03.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2005,73;2005,73;2005,73;2005,73;0;;;2;0;;;3;;31.03.2011;
RTSI;MCFTR;01.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2038,73;2038,73;2038,73;2038,73;0;;;2;0;;;3;;01.04.2011;
RTSI;MCFTR;04.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2048,23;2048,23;2048,23;2048,23;0;;;2;0;;;3;;04.04.2011;
RTSI;MCFTR;05.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2044,02;2044,02;2044,02;2044,02;0;;;2;0;;;3;;05.04.2011;
RTSI;MCFTR;06.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2057,04;2057,04;2057,04;2057,04;0;;;2;0;;;3;;06.04.2011;
RTSI;MCFTR;07.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2039,72;2039,72;2039,72;2039,72;0;;;2;0;;;3;;07.04.2011;
RTSI;MCFTR;08.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2052,6;2052,6;2052,6;2052,6;0;;;2;0;;;3;;08.04.2011;
RTSI;MCFTR;11.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2041,33;2041,33;2041,33;2041,33;0;;;2;0;;;3;;11.04.2011;
RTSI;MCFTR;12.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1990,63;1990,63;1990,63;1990,63;0;;;2;0;;;3;;12.04.2011;
RTSI;MCFTR;13.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;2001,57;2001,57;2001,57;2001,57;0;;;2;0;;;3;;13.04.2011;
RTSI;MCFTR;14.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1970,25;1970,25;1970,25;1970,25;0;;;2;0;;;3;;14.04.2011;
RTSI;MCFTR;15.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1968,98;1968,98;1968,98;1968,98;0;;;2;0;;;3;;15.04.2011;
RTSI;MCFTR;18.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1895,66;1895,66;1895,66;1895,66;0;;;2;0;;;3;;18.04.2011;
RTSI;MCFTR;19.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1941,63;1941,63;1941,63;1941,63;0;;;2;0;;;3;;19.04.2011;
RTSI;MCFTR;20.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1972,32;1972,32;1972,32;1972,32;0;;;2;0;;;3;;20.04.2011;
RTSI;MCFTR;21.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1969,24;1969,24;1969,24;1969,24;0;;;2;0;;;3;;21.04.2011;
RTSI;MCFTR;22.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1984,02;1984,02;1984,02;1984,02;0;;;2;0;;;3;;22.04.2011;
RTSI;MCFTR;25.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1957,45;1957,45;1957,45;1957,45;0;;;2;0;;;3;;25.04.2011;
RTSI;MCFTR;26.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1953,41;1953,41;1953,41;1953,41;0;;;2;0;;;3;;26.04.2011;
RTSI;MCFTR;27.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1929,82;1929,82;1929,82;1929,82;0;;;2;0;;;3;;27.04.2011;
RTSI;MCFTR;28.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1935,01;1935,01;1935,01;1935,01;0;;;2;0;;;3;;28.04.2011;
RTSI;MCFTR;29.04.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1926,38;1926,38;1926,38;1926,38;0;;;2;0;;;3;;29.04.2011;
RTSI;MCFTR;03.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1870,65;1870,65;1870,65;1870,65;0;;;2;0;;;3;;03.05.2011;
RTSI;MCFTR;04.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1833,15;1833,15;1833,15;1833,15;0;;;2;0;;;3;;04.05.2011;
RTSI;MCFTR;05.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1819,19;1819,19;1819,19;1819,19;0;;;2;0;;;3;;05.05.2011;
RTSI;MCFTR;06.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1859,1;1859,1;1859,1;1859,1;0;;;2;0;;;3;;06.05.2011;
RTSI;MCFTR;10.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1855,92;1855,92;1855,92;1855,92;0;;;2;0;;;3;;10.05.2011;
RTSI;MCFTR;11.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1830,09;1830,09;1830,09;1830,09;0;;;2;0;;;3;;11.05.2011;
RTSI;MCFTR;12.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1803,55;1803,55;1803,55;1803,55;0;;;2;0;;;3;;12.05.2011;
RTSI;MCFTR;13.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1805,15;1805,15;1805,15;1805,15;0;;;2;0;;;3;;13.05.2011;
RTSI;MCFTR;16.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1794,92;1794,92;1794,92;1794,92;0;;;2;0;;;3;;16.05.2011;
RTSI;MCFTR;17.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1779,09;1779,09;1779,09;1779,09;0;;;2;0;;;3;;17.05.2011;
RTSI;MCFTR;18.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1799,4;1799,4;1799,4;1799,4;0;;;2;0;;;3;;18.05.2011;
RTSI;MCFTR;19.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1803,48;1803,48;1803,48;1803,48;0;;;2;0;;;3;;19.05.2011;
RTSI;MCFTR;20.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1773,9;1773,9;1773,9;1773,9;0;;;2;0;;;3;;20.05.2011;
RTSI;MCFTR;23.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1739,8;1739,8;1739,8;1739,8;0;;;2;0;;;3;;23.05.2011;
RTSI;MCFTR;24.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1768,2;1768,2;1768,2;1768,2;0;;;2;0;;;3;;24.05.2011;
RTSI;MCFTR;25.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1785,94;1785,94;1785,94;1785,94;0;;;2;0;;;3;;25.05.2011;
RTSI;MCFTR;26.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1776,38;1776,38;1776,38;1776,38;0;;;2;0;;;3;;26.05.2011;
RTSI;MCFTR;27.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1811,6;1811,6;1811,6;1811,6;0;;;2;0;;;3;;27.05.2011;
RTSI;MCFTR;30.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1819,27;1819,27;1819,27;1819,27;0;;;2;0;;;3;;30.05.2011;
RTSI;MCFTR;31.05.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1842,83;1842,83;1842,83;1842,83;0;;;2;0;;;3;;31.05.2011;
RTSI;MCFTR;01.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1825,79;1825,79;1825,79;1825,79;0;;;2;0;;;3;;01.06.2011;
RTSI;MCFTR;02.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1834,32;1834,32;1834,32;1834,32;0;;;2;0;;;3;;02.06.2011;
RTSI;MCFTR;03.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1806,26;1806,26;1806,26;1806,26;0;;;2;0;;;3;;03.06.2011;
RTSI;MCFTR;06.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1806,78;1806,78;1806,78;1806,78;0;;;2;0;;;3;;06.06.2011;
RTSI;MCFTR;07.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1839,1;1839,1;1839,1;1839,1;0;;;2;0;;;3;;07.06.2011;
RTSI;MCFTR;08.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1841,45;1841,45;1841,45;1841,45;0;;;2;0;;;3;;08.06.2011;
RTSI;MCFTR;09.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1871,87;1871,87;1871,87;1871,87;0;;;2;0;;;3;;09.06.2011;
RTSI;MCFTR;10.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1862,61;1862,61;1862,61;1862,61;0;;;2;0;;;3;;10.06.2011;
RTSI;MCFTR;14.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1860,06;1860,06;1860,06;1860,06;0;;;2;0;;;3;;14.06.2011;
RTSI;MCFTR;15.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1856,92;1856,92;1856,92;1856,92;0;;;2;0;;;3;;15.06.2011;
RTSI;MCFTR;16.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1848,38;1848,38;1848,38;1848,38;0;;;2;0;;;3;;16.06.2011;
RTSI;MCFTR;17.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1820,42;1820,42;1820,42;1820,42;0;;;2;0;;;3;;17.06.2011;
RTSI;MCFTR;20.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1798,65;1798,65;1798,65;1798,65;0;;;2;0;;;3;;20.06.2011;
RTSI;MCFTR;21.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1808,87;1808,87;1808,87;1808,87;0;;;2;0;;;3;;21.06.2011;
RTSI;MCFTR;22.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1814,13;1814,13;1814,13;1814,13;0;;;2;0;;;3;;22.06.2011;
RTSI;MCFTR;23.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1778,49;1778,49;1778,49;1778,49;0;;;2;0;;;3;;23.06.2011;
RTSI;MCFTR;24.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1807,33;1807,33;1807,33;1807,33;0;;;2;0;;;3;;24.06.2011;
RTSI;MCFTR;27.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1799,55;1799,55;1799,55;1799,55;0;;;2;0;;;3;;27.06.2011;
RTSI;MCFTR;28.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1826,7;1826,7;1826,7;1826,7;0;;;2;0;;;3;;28.06.2011;
RTSI;MCFTR;29.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1836,1;1836,1;1836,1;1836,1;0;;;2;0;;;3;;29.06.2011;
RTSI;MCFTR;30.06.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1843,39;1843,39;1843,39;1843,39;0;;;2;0;;;3;;30.06.2011;
RTSI;MCFTR;01.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1878,99;1878,99;1878,99;1878,99;0;;;2;0;;;3;;01.07.2011;
RTSI;MCFTR;04.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1887,86;1887,86;1887,86;1887,86;0;;;2;0;;;3;;04.07.2011;
RTSI;MCFTR;05.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1894,66;1894,66;1894,66;1894,66;0;;;2;0;;;3;;05.07.2011;
RTSI;MCFTR;06.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1889,59;1889,59;1889,59;1889,59;0;;;2;0;;;3;;06.07.2011;
RTSI;MCFTR;07.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1928,5;1928,5;1928,5;1928,5;0;;;2;0;;;3;;07.07.2011;
RTSI;MCFTR;08.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1910,82;1910,82;1910,82;1910,82;0;;;2;0;;;3;;08.07.2011;
RTSI;MCFTR;11.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1885,23;1885,23;1885,23;1885,23;0;;;2;0;;;3;;11.07.2011;
RTSI;MCFTR;12.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1890,15;1890,15;1890,15;1890,15;0;;;2;0;;;3;;12.07.2011;
RTSI;MCFTR;13.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1899,31;1899,31;1899,31;1899,31;0;;;2;0;;;3;;13.07.2011;
RTSI;MCFTR;14.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1900,75;1900,75;1900,75;1900,75;0;;;2;0;;;3;;14.07.2011;
RTSI;MCFTR;15.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1899,77;1899,77;1899,77;1899,77;0;;;2;0;;;3;;15.07.2011;
RTSI;MCFTR;18.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1869,89;1869,89;1869,89;1869,89;0;;;2;0;;;3;;18.07.2011;
RTSI;MCFTR;19.07.2011;MOEX Russia Total Return;Индекс МосБиржи полной доходности «брутто»;1883,74;1883,74;1883,74;1883,74;0;;;2;0;;;3;;19.07.2011;
