BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME;TRADE_SESSION_DATE;RECALC_DATE
SNDX;IMOEX;21.10.1997;Индекс МосБиржи;Индекс МосБиржи;109,39;;;;;;;2;;RUB;;3;;21.10.1997;
SNDX;IMOEX;22.10.1997;Индекс МосБиржи;Индекс МосБиржи;111,19;;;;;;;2;;RUB;;3;;22.10.1997;
SNDX;IMOEX;23.10.1997;Индекс МосБиржи;Индекс МосБиржи;106,82;;;;;;;2;;RUB;;3;;23.10.1997;
SNDX;IMOEX;24.10.1997;Индекс МосБиржи;Индекс МосБиржи;105,33;;;;;;;2;;RUB;;3;;24.10.1997;
SNDX;IMOEX;27.10.1997;Индекс МосБиржи;Индекс МосБиржи;99,65;;;;;;;2;;RUB;;3;;27.10.1997;
SNDX;IMOEX;28.10.1997;Индекс МосБиржи;Индекс МосБиржи;78,91;;;;;;;2;;RUB;;3;;28.10.1997;
SNDX;IMOEX;29.10.1997;Индекс МосБиржи;Индекс МосБиржи;94,73;;;;;;;2;;RUB;;3;;29.10.1997;
SNDX;IMOEX;30.10.1997;Индекс МосБиржи;Индекс МосБиржи;85,27;;;;;;;2;;RUB;;3;;30.10.1997;
SNDX;IMOEX;31.10.1997;Индекс МосБиржи;Индекс МосБиржи;86,46;;;;;;;2;;RUB;;3;;31.10.1997;
SNDX;IMOEX;03.11.1997;Индекс МосБиржи;Индекс МосБиржи;89,34;;;;;;;2;;RUB;;3;;03.11.1997;
SNDX;IMOEX;04.11.1997;Индекс МосБиржи;Индекс МосБиржи;89,34;;;;;;;2;;RUB;;3;;04.11.1997;
SNDX;IMOEX;05.11.1997;Индекс МосБиржи;Индекс МосБиржи;88,85;;;;;;;2;;RUB;;3;;05.11.1997;
SNDX;IMOEX;06.11.1997;Индекс МосБиржи;Индекс МосБиржи;88,6;;;;;;;2;;RUB;;3;;06.11.1997;
SNDX;IMOEX;10.11.1997;Индекс МосБиржи;Индекс МосБиржи;81,77;;;;;;;2;;RUB;;3;;10.11.1997;
SNDX;IMOEX;11.11.1997;Индекс МосБиржи;Индекс МосБиржи;77,2;;;;;;;2;;RUB;;3;;11.11.1997;
SNDX;IMOEX;12.11.1997;Индекс МосБиржи;Индекс МосБиржи;71,19;;;;;;;2;;RUB;;3;;12.11.1997;
SNDX;IMOEX;13.11.1997;Индекс МосБиржи;Индекс МосБиржи;68,23;;;;;;;2;;RUB;;3;;13.11.1997;
SNDX;IMOEX;14.11.1997;Индекс МосБиржи;Индекс МосБиржи;67,42;;;;;;;2;;RUB;;3;;14.11.1997;
SNDX;IMOEX;17.11.1997;Индекс МосБиржи;Индекс МосБиржи;68,06;;;;;;;2;;RUB;;3;;17.11.1997;
SNDX;IMOEX;18.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,18;;;;;;;2;;RUB;;3;;18.11.1997;
SNDX;IMOEX;19.11.1997;Индекс МосБиржи;Индекс МосБиржи;70,51;;;;;;;2;;RUB;;3;;19.11.1997;
SNDX;IMOEX;20.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,58;;;;;;;2;;RUB;;3;;20.11.1997;
SNDX;IMOEX;21.11.1997;Индекс МосБиржи;Индекс МосБиржи;77,52;;;;;;;2;;RUB;;3;;21.11.1997;
SNDX;IMOEX;24.11.1997;Индекс МосБиржи;Индекс МосБиржи;74,01;;;;;;;2;;RUB;;3;;24.11.1997;
SNDX;IMOEX;25.11.1997;Индекс МосБиржи;Индекс МосБиржи;69,49;;;;;;;2;;RUB;;3;;25.11.1997;
SNDX;IMOEX;26.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,65;;;;;;;2;;RUB;;3;;26.11.1997;
SNDX;IMOEX;27.11.1997;Индекс МосБиржи;Индекс МосБиржи;70,2;;;;;;;2;;RUB;;3;;27.11.1997;
SNDX;IMOEX;28.11.1997;Индекс МосБиржи;Индекс МосБиржи;67,94;;;;;;;2;;RUB;;3;;28.11.1997;
SNDX;IMOEX;01.12.1997;Индекс МосБиржи;Индекс МосБиржи;66,66;;;;;;;2;;RUB;;3;;01.12.1997;
SNDX;IMOEX;02.12.1997;Индекс МосБиржи;Индекс МосБиржи;66,7;;;;;;;2;;RUB;;3;;02.12.1997;
SNDX;IMOEX;03.12.1997;Индекс МосБиржи;Индекс МосБиржи;70,05;;;;;;;2;;RUB;;3;;03.12.1997;
SNDX;IMOEX;04.12.1997;Индекс МосБиржи;Индекс МосБиржи;74,84;;;;;;;2;;RUB;;3;;04.12.1997;
SNDX;IMOEX;05.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,16;;;;;;;2;;RUB;;3;;05.12.1997;
SNDX;IMOEX;08.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,27;;;;;;;2;;RUB;;3;;08.12.1997;
SNDX;IMOEX;09.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,89;;;;;;;2;;RUB;;3;;09.12.1997;
SNDX;IMOEX;10.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,88;;;;;;;2;;RUB;;3;;10.12.1997;
SNDX;IMOEX;11.12.1997;Индекс МосБиржи;Индекс МосБиржи;71,06;;;;;;;2;;RUB;;3;;11.12.1997;
SNDX;IMOEX;15.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,13;;;;;;;2;;RUB;;3;;15.12.1997;
SNDX;IMOEX;16.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,05;;;;;;;2;;RUB;;3;;16.12.1997;
SNDX;IMOEX;17.12.1997;Индекс МосБиржи;Индекс МосБиржи;81,59;;;;;;;2;;RUB;;3;;17.12.1997;
SNDX;IMOEX;18.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,16;;;;;;;2;;RUB;;3;;18.12.1997;
SNDX;IMOEX;19.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,39;;;;;;;2;;RUB;;3;;19.12.1997;
SNDX;IMOEX;22.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,75;;;;;;;2;;RUB;;3;;22.12.1997;
SNDX;IMOEX;23.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,47;;;;;;;2;;RUB;;3;;23.12.1997;
SNDX;IMOEX;24.12.1997;Индекс МосБиржи;Индекс МосБиржи;78,72;;;;;;;2;;RUB;;3;;24.12.1997;
SNDX;IMOEX;25.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,91;;;;;;;2;;RUB;;3;;25.12.1997;
SNDX;IMOEX;26.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,98;;;;;;;2;;RUB;;3;;26.12.1997;
SNDX;IMOEX;29.12.1997;Индекс МосБиржи;Индекс МосБиржи;83,2;;;;;;;2;;RUB;;3;;29.12.1997;
SNDX;IMOEX;30.12.1997;Индекс МосБиржи;Индекс МосБиржи;85,05;;;;;;;2;;RUB;;3;;30.12.1997;
SNDX;IMOEX;06.01.1998;Индекс МосБиржи;Индекс МосБиржи;88,97;;;;;;;2;;RUB;;3;;06.01.1998;
SNDX;IMOEX;08.01.1998;Индекс МосБиржи;Индекс МосБиржи;83,56;;;;;;;2;;RUB;;3;;08.01.1998;
SNDX;IMOEX;09.01.1998;Индекс МосБиржи;Индекс МосБиржи;81,26;;;;;;;2;;RUB;;3;;09.01.1998;
SNDX;IMOEX;12.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,61;;;;;;;2;;RUB;;3;;12.01.1998;
SNDX;IMOEX;13.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,34;;;;;;;2;;RUB;;3;;13.01.1998;
SNDX;IMOEX;14.01.1998;Индекс МосБиржи;Индекс МосБиржи;74,16;;;;;;;2;;RUB;;3;;14.01.1998;
SNDX;IMOEX;15.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,62;;;;;;;2;;RUB;;3;;15.01.1998;
SNDX;IMOEX;16.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,61;;;;;;;2;;RUB;;3;;16.01.1998;
SNDX;IMOEX;19.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,4;;;;;;;2;;RUB;;3;;19.01.1998;
SNDX;IMOEX;20.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,33;;;;;;;2;;RUB;;3;;20.01.1998;
SNDX;IMOEX;21.01.1998;Индекс МосБиржи;Индекс МосБиржи;71,7;;;;;;;2;;RUB;;3;;21.01.1998;
SNDX;IMOEX;22.01.1998;Индекс МосБиржи;Индекс МосБиржи;67,75;;;;;;;2;;RUB;;3;;22.01.1998;
SNDX;IMOEX;23.01.1998;Индекс МосБиржи;Индекс МосБиржи;65,98;;;;;;;2;;RUB;;3;;23.01.1998;
